"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @antyKOD: Kilka paradoksów...

1. Na PiS głosuje patologia, ale to PO ma największe poparcie w więzieniach.

2. PiS robi w Polsce PRL, a…",FALSE,0,NA,2019-05-28 05:47:04,FALSE,NA,"1133248299706847232",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JPuscikowski",1174,TRUE,FALSE,NA,NA
"RT @DawidWildstein: PiS 46%.. to nie porażka PO a ostateczny łomot. Będą jaja. Bo oni nie potrafią przegrać. Będzie więc pełna paranoja, wy…",FALSE,0,NA,2019-05-28 05:47:03,FALSE,NA,"1133248295990648833",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Grayna81243460",432,TRUE,FALSE,NA,NA
"RT @Lewactwo: Przeszłość:
05.2015 - PiS zdobywa urząd prezydenta
10.2015 - PiS zdobywa większość w sejmie i senacie
10.2018 - PiS wygrywa w…",FALSE,0,NA,2019-05-28 05:46:58,FALSE,NA,"1133248274750693377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","miloszb2002",108,TRUE,FALSE,NA,NA
"RT @antyKOD: Kilka paradoksów...

1. Na PiS głosuje patologia, ale to PO ma największe poparcie w więzieniach.

2. PiS robi w Polsce PRL, a…",FALSE,0,NA,2019-05-28 05:46:54,FALSE,NA,"1133248261609918465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MwojcickiMarcin",1174,TRUE,FALSE,NA,NA
"@Radomir_Polska Przeciez Twój Nadprezes głosił wszedzie że wybory były sfałszowane. Poczytaj kolego. Naprawdę. Tera… https://t.co/TeFuVNeaSH",FALSE,0,"Radomir_Polska",2019-05-28 05:46:52,TRUE,"1133243609464082432","1133248251719815168","4041385275","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sogib2710",0,FALSE,FALSE,NA,NA
"@DamianLebuda14 @mmigalski No to jak się ""nie da"" to rozumiem, że kolejne wybory możemy sobie odpuścić?",FALSE,0,"DamianLebuda14",2019-05-28 05:46:49,FALSE,"1133189316853809152","1133248240286142465","1108625665","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","zakopianczyk",0,FALSE,FALSE,NA,NA
"RT @antyKOD: Kilka paradoksów...

1. Na PiS głosuje patologia, ale to PO ma największe poparcie w więzieniach.

2. PiS robi w Polsce PRL, a…",FALSE,0,NA,2019-05-28 05:46:40,FALSE,NA,"1133248200842915841",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","aniawalewska197",1174,TRUE,FALSE,NA,NA
"RT @PatrykWachowiec: W lipcu wchodzi w życie #500plus na każde dziecko. Pierwsze wypłaty, oczywiście z wyrównaniem za kilka miesięcy, będą…",FALSE,0,NA,2019-05-28 05:46:31,FALSE,NA,"1133248161483501568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Grzelak_P",142,TRUE,FALSE,NA,NA
"RT @madxhvtter: wiecie, dlaczego pis wygral? bo najwieksza frekwencje mieli ludzie 50+, a najmniejsza w wieku 18-29 lat. jesli mlodzi doros…",FALSE,0,NA,2019-05-28 05:46:17,FALSE,NA,"1133248105825079303",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tinaspeedway",534,TRUE,FALSE,NA,NA
"RT @amazgula: PiS sfałszował wybory, bo do kampanii zaangażował organy państwa, przekupił wyborców naszymi pieniędzmi i za nie podzielił kł…",FALSE,0,NA,2019-05-28 05:45:54,FALSE,NA,"1133248008852787200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AvaHale88",189,TRUE,FALSE,NA,NA
"W TVN  Kaśka Lubnauer - liderka nieistniejącej już partii Nowoczesna - ale zachowuje się jakby wygrała wybory i two… https://t.co/v3JVdV3lsp",FALSE,1,NA,2019-05-28 05:45:52,TRUE,NA,"1133247997754662913",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jankbur",0,FALSE,FALSE,NA,NA
"@MarcinHenka @MarekKuchcinski Wyborcy PiS muszą się zjednoczyć, żeby wygrać wybory jesienią do sejmu i senatu dobrz… https://t.co/o8hJVH2gYv",FALSE,3,"MarcinHenka",2019-05-28 05:45:44,TRUE,"1132904234289180672","1133247966930771968","3432942274","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Andrzej10470422",0,FALSE,FALSE,NA,NA
"RT @madxhvtter: wiecie, dlaczego pis wygral? bo najwieksza frekwencje mieli ludzie 50+, a najmniejsza w wieku 18-29 lat. jesli mlodzi doros…",FALSE,0,NA,2019-05-28 05:45:37,FALSE,NA,"1133247934764638214",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cruellscroom",534,TRUE,FALSE,NA,NA
"RT @schlrsister: wybory do europarlamentu https://t.co/zmjalzzCU6",FALSE,0,NA,2019-05-28 05:45:36,FALSE,NA,"1133247934525526018",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","styleeslove",667,TRUE,FALSE,NA,NA
"RT @TygodnikWPROST: Szef @nowePSL krytycznie o kampanii @KEuropejska: Za dużo było skrętu w lewo #WyboryEuropejskie2019  https://t.co/Icpov…",FALSE,0,NA,2019-05-28 05:45:35,FALSE,NA,"1133247928888381440",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GosiekSmig",2,TRUE,FALSE,NA,NA
"RT @antyKOD: Kilka paradoksów...

1. Na PiS głosuje patologia, ale to PO ma największe poparcie w więzieniach.

2. PiS robi w Polsce PRL, a…",FALSE,0,NA,2019-05-28 05:45:13,FALSE,NA,"1133247835632275456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mimekcymek",1174,TRUE,FALSE,NA,NA
"RT @very_funy: #wyboryeuropejskie2019 zaczynacie mnie drażnić tymi mapkami po wyborach. Jestem z Podkarpacia i NIE GŁOSUJĘ NA PIS. Skończci…",FALSE,0,NA,2019-05-28 05:45:08,FALSE,NA,"1133247815541493760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","realityglimpses",85,TRUE,FALSE,NA,NA
"@Orzechowski_ Jest już po wyborach do PE, więc koalicja stworzona konkretnie na te wybory chyba nie ma już racji by… https://t.co/ST5j9Y3qbX",FALSE,1,"Orzechowski_",2019-05-28 05:45:05,TRUE,"1133239905440751616","1133247804279787520","358685292","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","ryu_pl",0,FALSE,FALSE,NA,NA
"RT @LesJazd: Koniec fikcji. Kiedy następuje powszechna mobilizacja Koalicja Europejska przegrywa z PiSem. To oznacza, że nie można liczyć,…",FALSE,0,NA,2019-05-28 05:45:01,FALSE,NA,"1133247786311454720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MazurArtur",142,TRUE,FALSE,NA,NA
"@KwasHippolit @wsamraz @Dana5Dana5 @WPisula Jeżeli wybory wygrywa ten, kto bierze centrum, to ja dziękuję bardzo za… https://t.co/BzrjfKroCa",FALSE,3,"KwasHippolit",2019-05-28 05:44:56,TRUE,"1132985470202327041","1133247763112706048","859692529599598593","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kalwak15",0,FALSE,FALSE,NA,NA
"RT @madxhvtter: wiecie, dlaczego pis wygral? bo najwieksza frekwencje mieli ludzie 50+, a najmniejsza w wieku 18-29 lat. jesli mlodzi doros…",FALSE,0,NA,2019-05-28 05:44:50,FALSE,NA,"1133247741382025216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rayofdemons",534,TRUE,FALSE,NA,NA
"@HaudaKrzysztof No i w przyszłym roku jak wygrają wybory, też rewaloryzację emerytury jej okroją, i wyjdą na swoje. Ciemnota!!!",FALSE,1,"HaudaKrzysztof",2019-05-28 05:44:37,FALSE,"1133243990906740736","1133247683936890880","1031947127751143426","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DomzaNina",0,FALSE,FALSE,NA,NA
"@Tomasz_Obremski @T_Stanislawski Nie czytamy, nie analizujmy, nie starajmy się zrozumieć. Przecież my jesteśmy zaje… https://t.co/RtNHsW9vKl",FALSE,1,"Tomasz_Obremski",2019-05-28 05:44:31,TRUE,"1133245107090710528","1133247657957310466","1244445888","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LocusSolusToJa",0,FALSE,FALSE,NA,NA
"@Wieslawbankows1 @wonsator @BAwinska Jeśli to cię satysfakcjonuje i daje jakąś ulgę po sromotnej porażce. To ja nie… https://t.co/CH2K4SrCps",FALSE,0,"Wieslawbankows1",2019-05-28 05:44:26,TRUE,"1133245847238512641","1133247640613871616","960134161695637506","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","wrozka2",0,FALSE,FALSE,NA,NA
"Mijają kolejne wybory i tak sobie myślę poraz kolejny czy mimo poglądów wszystkie partie nie mogły by siąść razem i… https://t.co/7DZYaK9KOU",FALSE,0,NA,2019-05-28 05:44:25,TRUE,NA,"1133247634037198853",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","suikoden1988",0,FALSE,FALSE,NA,NA
"RT @SamPereira_: Donald Tusk tak aktywny politycznie w czasie kampanii, teraz milczy? Wypadałoby chociaż kurtuazyjnie pogratulować. Jeśli n…",FALSE,0,NA,2019-05-28 05:44:19,FALSE,NA,"1133247609915740160",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MalgoskaStepien",202,TRUE,FALSE,NA,NA
"@Beata__Ka @chmielvlog @OloCzarny Ale komunikowanie na zewnątrz było słabe. Komunikowanie programu na zewnątrz było… https://t.co/Zz5FKsODFa",FALSE,0,"Beata__Ka",2019-05-28 05:44:17,TRUE,"1133242160885768192","1133247601388793856","765498259","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ItMatters5",0,FALSE,FALSE,NA,NA
"RT @PrawakL: Tekst długi i trudny. Trudny, czasami do zniesienia, a ja sam, odebrałem go jak liścia w policzek. Liścia na otrzeźwienie. Bo…",FALSE,0,NA,2019-05-28 05:43:58,FALSE,NA,"1133247521306886144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dziadbol",66,TRUE,FALSE,NA,NA
"RT @PrawakL: Tekst długi i trudny. Trudny, czasami do zniesienia, a ja sam, odebrałem go jak liścia w policzek. Liścia na otrzeźwienie. Bo…",FALSE,0,NA,2019-05-28 05:43:51,FALSE,NA,"1133247491028267008",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ruum",66,TRUE,FALSE,NA,NA
"RT @rk202: Szybkie sprawdzenie faktów, i co się okazuje: 

1/ w 2014 wyniki wyborów do PE były na drugi dzień, 
2/ głosów nieważnych było o…",FALSE,0,NA,2019-05-28 05:43:50,FALSE,NA,"1133247487244931072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cotowski",14,TRUE,FALSE,NA,NA
"RT @MediaNiezalezne: PE 2019: Wybory za nami. SLD zebrało 16 procent głosów całej koalicji. @BLiberadzki @wiosnabiedronia @KEuropejska @sld…",FALSE,0,NA,2019-05-28 05:43:35,FALSE,NA,"1133247426796687361",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GosiekSmig",4,TRUE,FALSE,NA,NA
"RT @Tygodnik_Sieci: @wPolityce_pl: PiS wygrał wybory w niemal w całej Polsce! SPRAWDŹ

https://t.co/Ti9k3C3iF4",FALSE,0,NA,2019-05-28 05:43:33,FALSE,NA,"1133247418299027456",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","WaldySz1955",9,TRUE,FALSE,NA,NA
"RT @PatrykWachowiec: W lipcu wchodzi w życie #500plus na każde dziecko. Pierwsze wypłaty, oczywiście z wyrównaniem za kilka miesięcy, będą…",FALSE,0,NA,2019-05-28 05:43:22,FALSE,NA,"1133247371746402304",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DSuszwedyk",142,TRUE,FALSE,NA,NA
"Na chłodno. 
Przegrać wybory idąc pod  rękę z komuchami i mówić,że Ci co na Ciebie nie głosowali to ciemnota,patolo… https://t.co/iqBHkq9GmK",FALSE,12,NA,2019-05-28 05:43:15,TRUE,NA,"1133247343128698882",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DZet24",0,FALSE,FALSE,NA,NA
"RT @mjkaw: kochani ariela barer przed wyborami w stanach założyła tindera tylko po to żeby mówić ludziom żeby poszli na wybory to jest misj…",FALSE,0,NA,2019-05-28 05:43:01,FALSE,NA,"1133247281405353984",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","revonsde",101,TRUE,FALSE,NA,NA
"@gazeta_wyborcza @EwaIvanova Jarosław Kaczyński modli się:
„Jahwe, Jahwe, chciałbym wygrać wybory”
A na to Jahwe:
„… https://t.co/8RfDxEHedp",FALSE,0,"gazeta_wyborcza",2019-05-28 05:42:33,TRUE,"1133214605264740352","1133247166837919744","19179390","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RobakPan",0,FALSE,FALSE,NA,NA
"RT @piotr_chy: @LBalcerowicz Mobilizacja. Nas, wyborców i naszych wymagań wobec polityków opozycji. Hasło ""odsuńmy PiS od władzy"" to za mał…",FALSE,0,NA,2019-05-28 05:42:27,FALSE,NA,"1133247140019486726",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","grace_gral",4,TRUE,FALSE,NA,NA
"RT @Starr3Starr: To my jesteśmy idioci. Oni mają kasę za free a my pracujemy na nich i na siebie. A jak są wybory to siedzimy na doopie w d…",FALSE,0,NA,2019-05-28 05:42:00,FALSE,NA,"1133247026987261953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bjoernrider",7,TRUE,FALSE,NA,NA
"Dla demokracji poszli na wybory ! https://t.co/EJi2XmOxXa",FALSE,1,NA,2019-05-28 05:41:58,FALSE,NA,"1133247018216906752",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","koksik1970",0,FALSE,FALSE,NA,NA
"RT @antyKOD: Kilka paradoksów...

1. Na PiS głosuje patologia, ale to PO ma największe poparcie w więzieniach.

2. PiS robi w Polsce PRL, a…",FALSE,0,NA,2019-05-28 05:41:57,FALSE,NA,"1133247014848860165",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","PrzewoznaMarta",1174,TRUE,FALSE,NA,NA
"RT @madxhvtter: wiecie, dlaczego pis wygral? bo najwieksza frekwencje mieli ludzie 50+, a najmniejsza w wieku 18-29 lat. jesli mlodzi doros…",FALSE,0,NA,2019-05-28 05:41:55,FALSE,NA,"1133247007252996096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xSelfishxx",534,TRUE,FALSE,NA,NA
"@RadekZKraka Te wybory były sfałszowane!",FALSE,2,"RadekZKraka",2019-05-28 05:41:53,FALSE,"1133246556767956992","1133246995752247297","839443549","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","notomasz",0,FALSE,FALSE,NA,NA
"@brzytwawloc @polskawruinie2 Słyszę, że PiS już się zbiera aby ustalić strategię na wybory jesienne.
A przecież już… https://t.co/bbNO4bX1vh",FALSE,0,"brzytwawloc",2019-05-28 05:41:19,TRUE,"1133244038646255621","1133246853460484097","3216885923","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Kazimie50242219",0,FALSE,FALSE,NA,NA
"RT @PatrykWachowiec: W lipcu wchodzi w życie #500plus na każde dziecko. Pierwsze wypłaty, oczywiście z wyrównaniem za kilka miesięcy, będą…",FALSE,0,NA,2019-05-28 05:40:53,FALSE,NA,"1133246744614047744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntoniMaciaszek",142,TRUE,FALSE,NA,NA
"@JCichuta Chyba prędzej wybory, ale jeszcze mogą się dogadać, nie zdziwiłbym się.",FALSE,0,"JCichuta",2019-05-28 05:40:50,FALSE,"1133167569140166662","1133246731804655616","229547294","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","zolesnicki1389",0,FALSE,FALSE,NA,NA
"https://t.co/c0cRCwEuZm",FALSE,0,NA,2019-05-28 05:40:41,FALSE,NA,"1133246693791752192",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","krzyszt84690756",0,FALSE,FALSE,NA,NA
"""Jestem tak skołowana, 
że nie wiem, komu wierzyć"" https://t.co/NZ5wcK0gez",FALSE,0,NA,2019-05-28 05:40:18,FALSE,NA,"1133246597192716288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mat_sosnowski",0,FALSE,FALSE,NA,NA
"RT @antyKOD: Kilka paradoksów...

1. Na PiS głosuje patologia, ale to PO ma największe poparcie w więzieniach.

2. PiS robi w Polsce PRL, a…",FALSE,0,NA,2019-05-28 05:39:51,FALSE,NA,"1133246485657784321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MalgoskaStepien",1174,TRUE,FALSE,NA,NA
"@TOPTVPINFO @AndrzejDuda @prezydentpl Szanowny Panie, 
Nie znam nikogo, kto poszedl na wybory tylko dlatego ze Pan… https://t.co/ybByZXUQZV",FALSE,0,"TOPTVPINFO",2019-05-28 05:39:46,TRUE,"1132954132879466496","1133246462698106884","1080402760955244544","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Docpublica",0,FALSE,FALSE,NA,NA
"RT @wszechmogacyy: Przepraszam za te wybory. Przysnęło mi się i nie opanowałem sytuacji na czas.",FALSE,0,NA,2019-05-28 05:39:40,FALSE,NA,"1133246439239426048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrewnianaKaczka",273,TRUE,FALSE,NA,NA
"@AM_Zukowska @KEuropejska Kiedy odbeda sie rozmowy nt. Wspolpracy SLD w ramach koalicji na jesienne wybory? Nie ma… https://t.co/GT1PKquHNQ",FALSE,0,"AM_Zukowska",2019-05-28 05:39:39,TRUE,"1133143038946156545","1133246433170272257","941899796","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MikeWolf9999",0,FALSE,FALSE,NA,NA
"RT @MagdaMswms: Czy prócz haseł wyborczych opozycja ma gotowe projekty ustaw? 
Tak jak PIS projekt konstytucji?
@SchetynadlaPO 
Konkrety na…",FALSE,0,NA,2019-05-28 05:39:28,FALSE,NA,"1133246388471566336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","zbigcalk",10,TRUE,FALSE,NA,NA
"@michalek_p Z tego artykułu należy wyciągnąć wnioski. 
https://t.co/GNRVkgZHci",FALSE,1,"michalek_p",2019-05-28 05:39:26,FALSE,"1133235261507346432","1133246381118971904","2413630120","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kasia_dw",0,FALSE,FALSE,NA,NA
"@Anchel005 Założenie ma sens. Jednak to zabawa z ogniem. Wenezuela, kraj upadły, a Maduro trzyma się stołka. 
...
(… https://t.co/bcajA4F2J8",FALSE,20,"Anchel005",2019-05-28 05:39:18,TRUE,"1133116147044368384","1133246348936065026","2718040082","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marcin_spoko",1,FALSE,FALSE,NA,NA
"@TudujKrzysztof @RuchNarodowy Szczerze myślę że wybory były zmanipulowane. Nie wierzę że oddano tylko tyle głosów n… https://t.co/9vlIq8m188",FALSE,2,"TudujKrzysztof",2019-05-28 05:39:12,TRUE,"1133132204836610049","1133246322621001728","889250035782885377","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kupinski_piotr",0,FALSE,FALSE,NA,NA
"RT @antyKOD: Kilka paradoksów...

1. Na PiS głosuje patologia, ale to PO ma największe poparcie w więzieniach.

2. PiS robi w Polsce PRL, a…",FALSE,0,NA,2019-05-28 05:39:10,FALSE,NA,"1133246313741656066",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MarcinKurpios",1174,TRUE,FALSE,NA,NA
"RT @BiznesAlert: .@BacaPogorzelska: Roszady energetyczne po #WyboryEuropejskie2019 https://t.co/dyGkGNxrGR #BA24 #energetyka #OZE #węgiel h…",FALSE,0,NA,2019-05-28 05:39:09,FALSE,NA,"1133246308905627648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","michpartyka",2,TRUE,FALSE,NA,NA
